Year,State,State abbr,Generation Region,value,Price (original),unit of value,unit of Price,Source,source link,other notes
2012,Oklahoma,OK,SPP,1.801470588,34.3,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=532",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2013,Oklahoma,OK,SPP,1.835084034,34.94,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=533",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2014,Oklahoma,OK,SPP,1.785189076,33.99,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=534",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2015,Oklahoma,OK,SPP,1.792542017,34.13,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=535",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2016,Oklahoma,OK,SPP,1.743697479,33.2,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=536",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2017,Oklahoma,OK,SPP,1.68697479,32.12,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=537",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2018,Oklahoma,OK,SPP,1.632352941,31.08,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=538",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2019,Oklahoma,OK,SPP,1.56144958,29.73,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=539",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2008,Texas,TX,TRE,1.321953782,25.17,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=540",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2009,Texas,TX,TRE,1.37710084,26.22,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=541",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2010,Texas,TX,TRE,1.493697479,28.44,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=542",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2011,Texas,TX,TRE,1.506302521,28.68,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=543",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2012,Texas,TX,TRE,1.518907563,28.92,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=544",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2013,Texas,TX,TRE,1.591386555,30.3,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=545",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2014,Texas,TX,TRE,1.611869748,30.69,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=546",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2015,Texas,TX,TRE,1.604516807,30.55,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=547",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2016,Texas,TX,TRE,1.444327731,27.5,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=548",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2017,Texas,TX,TRE,1.426995798,27.17,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=549",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2018,Texas,TX,TRE,1.43644958,27.35,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=550",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2019,Texas,TX,TRE,1.413340336,26.91,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=551",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2008,Mountain,Region,Region,1.487920168,28.33,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=552",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2009,Mountain,Region,Region,1.565651261,29.81,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=553",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2010,Mountain,Region,Region,1.603466387,30.53,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=554",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2011,Mountain,Region,Region,1.769432773,33.69,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=555",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2012,Mountain,Region,Region,1.81302521,34.52,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=556",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2013,Mountain,Region,Region,1.891806723,36.02,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=557",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2014,Mountain,Region,Region,2.06355042,39.29,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=558",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2015,Mountain,Region,Region,1.842962185,35.09,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=559",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2016,Mountain,Region,Region,1.838235294,35,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=560",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2017,Mountain,Region,Region,1.823004202,34.71,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=561",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2018,Mountain,Region,Region,1.896008403,36.1,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=562",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2019,Mountain,Region,Region,1.905987395,36.29,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=563",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2008,Arizona,AZ,WECC,1.788865546,34.06,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=564",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2009,Arizona,AZ,WECC,1.846638655,35.16,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=565",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2010,Arizona,AZ,WECC,1.820903361,34.67,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=566",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2011,Arizona,AZ,WECC,2.013130252,38.33,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=567",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2012,Arizona,AZ,WECC,2.092962185,39.85,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=568",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2013,Arizona,AZ,WECC,2.12657563,40.49,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=569",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2014,Arizona,AZ,WECC,2.143382353,40.81,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=570",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2015,Arizona,AZ,WECC,2.080357143,39.61,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=571",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2016,Arizona,AZ,WECC,2.178571429,41.48,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=572",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2017,Arizona,AZ,WECC,2.278886555,43.39,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=573",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2018,Arizona,AZ,WECC,2.490546218,47.42,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=574",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2019,Arizona,AZ,WECC,2.570903361,48.95,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=575",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2008,Colorado,CO,WECC,1.511554622,28.78,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=576",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
