Date,Balancing Authority,Demand (MW),Net Generation (MW),Total Interchange (MW)
9/29/20,SWPP,625710,620496,-5227
9/30/20,CISO,762342,529460,-215222
9/30/20,ERCO,954309,954482,175
9/30/20,FPL,365344,368104,2760
9/30/20,MISO,1551593,1406616,-167357
9/30/20,NYIS,390493,352159,-38334
9/30/20,SWPP,654962,660979,6015
10/1/20,CISO,771200,539272,-209254
10/1/20,ERCO,970145,969979,-167
10/1/20,FPL,358386,360520,2134
10/1/20,MISO,1552206,1390355,-177791
10/1/20,NYIS,377009,341467,-35542
10/1/20,SWPP,624975,628905,3929
10/2/20,CISO,748590,506362,-221117
10/2/20,ERCO,940793,940390,-404
10/2/20,FPL,310590,313136,2546
10/2/20,MISO,1524080,1349039,-186631
10/2/20,NYIS,369260,332609,-36651
10/2/20,SWPP,618441,631386,12944
10/3/20,CISO,677810,453874,-204721
10/3/20,ERCO,928413,927357,-1060
10/3/20,FPL,320076,322734,2658
10/3/20,MISO,1429559,1232519,-206507
10/3/20,NYIS,338230,303965,-34265
10/3/20,SWPP,589525,600190,10663
10/4/20,CISO,635956,408091,-209996
10/4/20,ERCO,941868,939279,-2588
10/4/20,FPL,350266,354040,3774
10/4/20,MISO,1406491,1233025,-187924
10/4/20,NYIS,337140,307196,-29944
10/4/20,SWPP,580346,584862,4516
10/5/20,CISO,675346,472353,-186557
10/5/20,ERCO,998434,995286,-3146
10/5/20,FPL,397741,400680,2939
10/5/20,MISO,1555910,1447381,-129680
10/5/20,NYIS,369120,332546,-36574
10/5/20,SWPP,637756,636843,-912
10/6/20,CISO,657404,452949,-185123
10/6/20,ERCO,1040390,1038576,-1810
10/6/20,FPL,418524,420529,2005
10/6/20,MISO,1576725,1467385,-133103
10/6/20,NYIS,369584,333105,-36479
10/6/20,SWPP,659672,647256,-12417
10/7/20,CISO,637032,439712,-172107
10/7/20,ERCO,1061390,1057835,-3557
10/7/20,FPL,426948,426570,-378
10/7/20,MISO,1621143,1494725,-149979
10/7/20,NYIS,373802,331805,-41997
10/7/20,SWPP,696242,688943,-7297
10/8/20,CISO,603737,385518,-187191
10/8/20,ERCO,1078534,1075086,-3448
10/8/20,FPL,421549,419360,-2189
10/8/20,MISO,1615431,1510710,-127067
10/8/20,NYIS,360432,326307,-34125
10/8/20,SWPP,700775,699379,-1392
10/9/20,CISO,593461,419637,-145870
10/9/20,ERCO,1101331,1093705,-7626
10/9/20,FPL,412651,411703,-948
10/9/20,MISO,1595759,1479129,-140843
10/9/20,NYIS,360226,316954,-43272
10/9/20,SWPP,702836,702924,86
10/10/20,CISO,561004,379646,-154069
10/10/20,ERCO,1072202,1063596,-8607
10/10/20,FPL,397527,399127,1600
10/10/20,MISO,1455116,1344382,-132293
10/10/20,NYIS,346165,317688,-28477
10/10/20,SWPP,671845,671376,-465
10/11/20,CISO,539272,371045,-139890
10/11/20,ERCO,1142126,1131225,-10900
10/11/20,FPL,400351,403075,2724
10/11/20,MISO,1477763,1380519,-119192
10/11/20,NYIS,337765,297318,-40447
10/11/20,SWPP,684881,697969,13087
10/12/20,CISO,632776,439920,-168780
10/12/20,ERCO,1126686,1118029,-8657
10/12/20,FPL,403707,404145,438
10/12/20,MISO,1612478,1519320,-121039
10/12/20,NYIS,366810,326601,-40209
10/12/20,SWPP,659552,663295,3743
10/13/20,CISO,674651,455875,-192029
10/13/20,ERCO,1039959,1031819,-8112
10/13/20,FPL,388117,388589,472
10/13/20,MISO,1582811,1476353,-132229
10/13/20,NYIS,372711,323074,-49637
10/13/20,SWPP,650971,662226,11259
10/14/20,CISO,678498,453151,-201366
10/14/20,ERCO,1101028,1093002,-8026
10/14/20,FPL,390601,389861,-740
10/14/20,MISO,1580179,1481137,-128696
10/14/20,NYIS,364062,319754,-44308
10/14/20,SWPP,676549,688372,11820
10/15/20,CISO,690244,469228,-196245
10/15/20,ERCO,1085113,1083171,-1950
10/15/20,FPL,399594,400517,923
10/15/20,MISO,1578997,1499050,-109835
10/15/20,NYIS,371138,319143,-51995
10/15/20,SWPP,646824,649718,2891
10/16/20,CISO,695285,455706,-214158
10/16/20,ERCO,893534,893846,316
10/16/20,FPL,377982,379437,1455
10/16/20,MISO,1545448,1461094,-108259
10/16/20,NYIS,376725,321418,-55307
10/16/20,SWPP,631877,630567,-1311
10/17/20,CISO,627669,437609,0
10/17/20,ERCO,889485,888375,-1111
10/17/20,FPL,365433,366119,686
10/17/20,MISO,1449738,1348978,-120829
10/17/20,NYIS,341083,280930,-60153
10/17/20,SWPP,604676,611728,7057
10/18/20,CISO,587387,414689,-146051
10/18/20,ERCO,1029804,1025635,-4171
10/18/20,FPL,378928,379252,324
10/18/20,MISO,1450501,1348373,-120182
10/18/20,NYIS,340508,290619,-49889
10/18/20,SWPP,610372,618210,7835
10/19/20,CISO,629922,443420,-165511
10/19/20,ERCO,1048670,1043812,-4855
10/19/20,FPL,359555,365714,6159
10/19/20,MISO,1646592,1531738,-132654
10/19/20,NYIS,371610,317923,-53687
10/19/20,SWPP,655601,638708,-16888
10/20/20,CISO,620288,444546,-155970
10/20/20,ERCO,1100162,1097221,-2938
10/20/20,FPL,358687,360860,2173
10/20/20,MISO,1655587,1546509,-128867
10/20/20,NYIS,378932,318667,-60265
10/20/20,SWPP,663288,653392,-9896
10/21/20,CISO,614001,413353,-178735
10/21/20,ERCO,1108910,1114077,5163
10/21/20,FPL,338845,343609,4764
10/21/20,MISO,1646997,1523291,-142621
10/21/20,NYIS,380997,319726,-61271
10/21/20,SWPP,677685,667515,-10172
10/22/20,CISO,595345,426397,-144902
10/22/20,ERCO,1110335,1111036,702
10/22/20,FPL,356476,356836,360
10/22/20,MISO,1676129,1565582,-136278
10/22/20,NYIS,384146,324016,-60130
10/22/20,SWPP,701700,703580,1878
10/23/20,CISO,581308,407427,-148286
10/23/20,ERCO,1007349,1007828,478
10/23/20,FPL,368838,367966,-872
10/23/20,MISO,1632341,1526536,-132332
10/23/20,NYIS,380120,321688,-58432
10/23/20,SWPP,665851,663708,-2145
10/24/20,CISO,542026,346552,-165727
10/24/20,ERCO,821567,827102,5536
10/24/20,FPL,360548,358888,-1660
10/24/20,MISO,1502280,1383741,-137508
10/24/20,NYIS,351243,303204,-48039
10/24/20,SWPP,642804,623464,-19337
10/25/20,CISO,514192,343228,-151702
10/25/20,ERCO,871932,879528,7594
10/25/20,FPL,354923,356623,1700
10/25/20,MISO,1489443,1380692,-124113
10/25/20,NYIS,343680,296627,-47053
10/25/20,SWPP,641903,636348,-5556
10/26/20,CISO,530404,398582,-122316
10/26/20,ERCO,990790,988129,-2665
10/26/20,FPL,388071,380405,-7666
10/26/20,MISO,1655876,1539412,-138120
10/26/20,NYIS,382988,329828,-53160
10/26/20,SWPP,732698,703114,-29584
10/27/20,CISO,539615,381938,-149596
10/27/20,ERCO,1012301,1000832,-11469
10/27/20,FPL,410226,398384,-11842
10/27/20,MISO,1684577,1588607,-123088
10/27/20,NYIS,378156,321088,-57068
10/27/20,SWPP,731830,705363,-26468
10/28/20,CISO,547902,378020,-153927
10/28/20,ERCO,988962,988175,-787
10/28/20,FPL,412158,398622,-13536
10/28/20,MISO,1635964,1565341,-97657
10/28/20,NYIS,382536,313628,-68908
10/28/20,SWPP,687510,674073,-13432
10/29/20,CISO,560058,379299,-157829
10/29/20,ERCO,953737,956439,2703
10/29/20,FPL,416232,403396,-12836
10/29/20,MISO,1607825,1521401,-103469
10/29/20,NYIS,390508,329844,-60664
10/29/20,SWPP,670235,666876,-3353
10/30/20,CISO,557053,368142,-165381
10/30/20,ERCO,903376,896581,-6794
10/30/20,FPL,374213,372616,-1597
10/30/20,MISO,1600370,1495896,-125811
10/30/20,NYIS,397989,345903,-52086
10/30/20,SWPP,651637,655894,4260
10/31/20,CISO,517965,339594,-154908
10/31/20,ERCO,850726,847382,-3353
10/31/20,FPL,350622,352148,1526
10/31/20,MISO,1487516,1434980,-78000
10/31/20,NYIS,368979,311135,-57844
10/31/20,SWPP,602729,617995,15266
11/1/20,CISO,529142,358945,-144566
11/1/20,ERCO,856346,850334,-6042
11/1/20,FPL,360348,360824,521
11/1/20,MISO,1482606,1402457,-105863
11/1/20,NYIS,383759,322623,-61136
11/1/20,SWPP,623752,637698,13946
11/2/20,CISO,563441,387511,-154616
11/2/20,ERCO,874353,870467,-3885
11/2/20,FPL,322352,327895,5543
11/2/20,MISO,1646792,1554123,-118439
11/2/20,NYIS,404530,351538,-52992
11/2/20,SWPP,649308,669514,20207
11/3/20,CISO,566593,383513,-162970
11/3/20,ERCO,888240,883414,-4831
11/3/20,FPL,304054,306883,2829
11/3/20,MISO,1604194,1513581,-118184
11/3/20,NYIS,398826,356003,-42823
11/3/20,SWPP,639007,657571,18568
11/4/20,CISO,576401,390366,-161815
11/4/20,ERCO,891622,889771,-1853
11/4/20,FPL,318962,325259,6297
11/4/20,MISO,1571654,1440209,-158208
11/4/20,NYIS,385107,339645,-45462
11/4/20,SWPP,630799,647937,17136
11/5/20,CISO,585887,410363,-150311
11/5/20,ERCO,899264,889156,-10107
11/5/20,FPL,346605,352653,6048
11/5/20,MISO,1557151,1406755,-174239
11/5/20,NYIS,374554,344000,-30554
11/5/20,SWPP,630144,641446,11298
11/6/20,CISO,565752,403943,-138681
11/6/20,ERCO,892192,882237,-9955
11/6/20,FPL,352629,356808,4179
11/6/20,MISO,1541274,1435150,-136840
11/6/20,NYIS,367269,330954,-36315
11/6/20,SWPP,626861,655630,28764
11/7/20,CISO,504534,329800,-152677
11/7/20,ERCO,879307,872356,-6950
11/7/20,FPL,336587,340254,3667
11/7/20,MISO,1445920,1361282,-114376
11/7/20,NYIS,341890,297407,-44483
11/7/20,SWPP,605189,624970,19785
11/8/20,CISO,496880,330278,-143105
11/8/20,ERCO,893802,886809,-6992
11/8/20,FPL,321436,324703,3267
11/8/20,MISO,1425583,1328149,-127552
11/8/20,NYIS,336662,295405,-41257
11/8/20,SWPP,599660,634604,34944
11/9/20,CISO,556022,377050,-158142
11/9/20,ERCO,991215,984477,-6741
11/9/20,FPL,358963,360888,1925
11/9/20,MISO,1595623,1486932,-140589
11/9/20,NYIS,368160,316711,-51449
11/9/20,SWPP,652416,684150,31735
11/10/20,CISO,567730,375789,-168761
11/10/20,ERCO,974672,964945,-9722
11/10/20,FPL,374866,377966,3100
11/10/20,MISO,1634648,1508466,-152590
11/10/20,NYIS,372050,337164,-34886
11/10/20,SWPP,658494,663494,5000
11/11/20,CISO,557277,375146,-158705
11/11/20,ERCO,946713,937301,-9413
11/11/20,FPL,373633,376365,2732
11/11/20,MISO,1623482,1510571,-138945
11/11/20,NYIS,378257,350546,-27711
11/11/20,SWPP,666040,666214,177
11/12/20,CISO,558610,371800,-164974
11/12/20,ERCO,946284,940601,-5683
11/12/20,FPL,363117,366883,3766
11/12/20,MISO,1653227,1557324,-119923
11/12/20,NYIS,381135,338334,-42801
11/12/20,SWPP,670208,677291,7081
11/13/20,CISO,564585,356353,-183619
11/13/20,ERCO,942206,935156,-7050
11/13/20,FPL,353890,354846,956
11/13/20,MISO,1643108,1539434,-128281
11/13/20,NYIS,386797,350718,-36079
11/13/20,SWPP,674539,682466,7929
11/14/20,CISO,511104,318990,-170478
11/14/20,ERCO,970860,963291,-7570
11/14/20,FPL,311229,316732,5503
11/14/20,MISO,1571458,1490364,-110983
11/14/20,NYIS,359465,305831,-53634
11/14/20,SWPP,625924,658126,32201
11/15/20,CISO,495872,321780,0
11/15/20,ERCO,854831,854508,-325
11/15/20,FPL,349737,353498,3761
11/15/20,MISO,1508692,1423172,-116584
11/15/20,NYIS,360657,329899,-30758
11/15/20,SWPP,619002,633483,14483
11/16/20,CISO,548950,368820,-156974
11/16/20,ERCO,891037,891795,758
11/16/20,FPL,352767,356842,4075
11/16/20,MISO,1647654,1521319,-153692
11/16/20,NYIS,383362,347020,-36342
11/16/20,SWPP,668134,665326,-2811
11/17/20,CISO,561354,372529,-165937
11/17/20,ERCO,895141,892898,-2248
11/17/20,FPL,316896,323263,6367
11/17/20,MISO,1680061,1553252,-156084
11/17/20,NYIS,401069,368430,-32639
11/17/20,SWPP,668390,685624,17235
11/18/20,CISO,555441,379455,-155277
11/18/20,ERCO,904212,902721,-1489
11/18/20,FPL,291258,298305,7047
11/18/20,MISO,1672461,1601697,-103405
11/18/20,NYIS,417364,390570,-26794
11/18/20,SWPP,660705,672194,11489
11/19/20,CISO,556137,372248,-164157
11/19/20,ERCO,915377,915894,515
11/19/20,FPL,292239,301267,9028
11/19/20,MISO,1620460,1516290,-133090
11/19/20,NYIS,407893,379111,-28782
11/19/20,SWPP,647120,654905,7787
11/20/20,CISO,562864,378109,-164660
11/20/20,ERCO,921012,918792,-2224
11/20/20,FPL,299674,305918,6244
11/20/20,MISO,1578864,1414592,-188362
11/20/20,NYIS,377500,340020,-37480
11/20/20,SWPP,636849,642058,5208
11/21/20,CISO,524020,340681,-158596
11/21/20,ERCO,885203,879047,-6159
11/21/20,FPL,300727,308662,7935
11/21/20,MISO,1518617,1353774,-177303
11/21/20,NYIS,354913,325895,-29018
11/21/20,SWPP,622613,622499,-111
11/22/20,CISO,510277,340968,-145795
11/22/20,ERCO,871566,870072,-1494
11/22/20,FPL,300767,308918,8151
11/22/20,MISO,1527695,1409610,-138185
11/22/20,NYIS,368526,340916,-27610
11/22/20,SWPP,627428,625901,-1529
11/23/20,CISO,564066,391981,-149422
11/23/20,ERCO,898347,894124,-4222
11/23/20,FPL,303686,311284,7598
11/23/20,MISO,1658467,1532414,-148504
11/23/20,NYIS,390956,358537,-32419
11/23/20,SWPP,699824,721883,22059
11/24/20,CISO,568017,368814,0
11/24/20,ERCO,940307,940674,366
11/24/20,FPL,300448,307357,6909
11/24/20,MISO,1692200,1582126,-131667
11/24/20,NYIS,396220,359414,-36806
11/24/20,SWPP,680105,696772,16669
11/25/20,CISO,563865,363202,-180143
11/25/20,ERCO,911921,910087,-1836
11/25/20,FPL,310822,316804,5982
11/25/20,MISO,1635498,1486675,-167275
11/25/20,NYIS,392693,365936,-26757
11/25/20,SWPP,680576,687588,7016
11/26/20,CISO,514907,331859,-157954
11/26/20,ERCO,878123,870895,-7226
11/26/20,FPL,317936,319070,1134
11/26/20,MISO,1474488,1319812,-171384
11/26/20,NYIS,354877,320298,-34579
11/26/20,SWPP,624004,648503,24497
11/27/20,CISO,518902,329646,-167176
11/27/20,ERCO,875739,872681,-3060
11/27/20,FPL,300794,303674,2880
11/27/20,MISO,1484466,1318015,-182703
11/27/20,NYIS,353285,312148,-41137
11/27/20,SWPP,620266,635009,14740
11/28/20,CISO,522673,332637,-164502
11/28/20,ERCO,863805,866839,3033
11/28/20,FPL,294697,298883,4186
11/28/20,MISO,1498652,1363589,-160641
11/28/20,NYIS,356781,310781,-46000
11/28/20,SWPP,638023,633712,-4307
11/29/20,CISO,518225,337963,-156654
11/29/20,ERCO,892481,890038,-2436
11/29/20,FPL,302314,306997,4683
11/29/20,MISO,1533685,1424028,-139827
11/29/20,NYIS,357775,310081,-47694
11/29/20,SWPP,664888,680548,15660
11/30/20,CISO,577061,377042,-175909
11/30/20,ERCO,1033139,1034878,1735
11/30/20,FPL,303891,312834,8943
11/30/20,MISO,1785029,1651892,-163115
11/30/20,NYIS,397672,355364,-42308
11/30/20,SWPP,742594,743219,626
12/1/20,CISO,585497,396791,-169518
12/1/20,ERCO,1071142,1074909,3766
12/1/20,FPL,263958,273963,10005
12/1/20,MISO,1850959,1753089,-129988
12/1/20,NYIS,391636,337205,-54431
12/1/20,SWPP,737070,746386,9320
12/2/20,CISO,582554,401075,-164785
12/2/20,ERCO,984044,983365,-679
12/2/20,FPL,291877,297987,6110
12/2/20,MISO,1800618,1699363,-133112
12/2/20,NYIS,413585,369578,-44007
12/2/20,SWPP,742266,762781,20515
12/3/20,CISO,578455,391091,-164937
12/3/20,ERCO,1053061,1052169,-892
12/3/20,FPL,282489,281345,-1144
12/3/20,MISO,1755182,1651491,-135220
12/3/20,NYIS,405187,353593,-51594
12/3/20,SWPP,742717,746036,3317
12/4/20,CISO,580395,391783,-166874
12/4/20,ERCO,1034577,1035999,1420
12/4/20,FPL,275669,277979,2310
12/4/20,MISO,1719447,1583002,-160447
12/4/20,NYIS,400374,335754,-64620
12/4/20,SWPP,722611,717676,-4937
12/5/20,CISO,550673,355805,-174654
12/5/20,ERCO,999694,995019,-4676
12/5/20,FPL,286376,287168,792
12/5/20,MISO,1668566,1539798,-151578
12/5/20,NYIS,388790,338835,-49955
12/5/20,SWPP,683903,702297,18395
12/6/20,CISO,530549,339649,-168806
12/6/20,ERCO,919505,919398,-108
12/6/20,FPL,289374,289226,-148
12/6/20,MISO,1642336,1546034,-113379
12/6/20,NYIS,393226,343836,-49390
12/6/20,SWPP,666222,670548,4325
12/7/20,CISO,589971,395622,-170131
12/7/20,ERCO,978176,975331,-2843
12/7/20,FPL,288382,287415,-967
12/7/20,MISO,1780128,1679402,-125769
12/7/20,NYIS,427538,363120,-64418
12/7/20,SWPP,708236,723133,14898
12/8/20,CISO,582786,378200,-181933
12/8/20,ERCO,958788,957863,-926
12/8/20,FPL,287733,288591,858
12/8/20,MISO,1781816,1686097,-119267
12/8/20,NYIS,439286,362174,-77112
12/8/20,SWPP,701359,710107,8747
12/9/20,CISO,581636,360028,-201522
12/9/20,ERCO,943832,943818,-21
12/9/20,FPL,304708,312109,7401
12/9/20,MISO,1710115,1632795,-99549
12/9/20,NYIS,437546,350219,-87327
12/9/20,SWPP,680835,688253,7419
12/10/20,CISO,582555,384867,-178769
12/10/20,ERCO,923738,924707,973
12/10/20,FPL,293587,298641,5054
12/10/20,MISO,1683193,1601267,-104755
12/10/20,NYIS,417418,340783,-76635
12/10/20,SWPP,679178,690447,11266
12/11/20,CISO,595126,385798,-188000
12/11/20,ERCO,892347,891783,-564
12/11/20,FPL,275466,275399,-67
12/11/20,MISO,1664995,1549167,-139956
12/11/20,NYIS,405539,335296,-70243
12/11/20,SWPP,688035,698525,10492
12/12/20,CISO,560807,355224,-184659
12/12/20,ERCO,895374,895203,-171
12/12/20,FPL,275627,277223,1596
12/12/20,MISO,1597132,1483907,-136698
12/12/20,NYIS,384119,317520,-66599
12/12/20,SWPP,701511,707255,5744
12/13/20,CISO,542802,349130,-175914
12/13/20,ERCO,979319,978619,-700
12/13/20,FPL,286299,286727,428
12/13/20,MISO,1638756,1504595,-154848
12/13/20,NYIS,370036,321113,-48923
12/13/20,SWPP,736088,751434,15349
12/14/20,CISO,579074,401447,-163830
12/14/20,ERCO,1089598,1088906,-688
12/14/20,FPL,304627,306320,1693
12/14/20,MISO,1855985,1737157,-144107
12/14/20,NYIS,421772,357251,-64521
12/14/20,SWPP,794226,794762,534
12/15/20,CISO,590195,384565,-190526
12/15/20,ERCO,1098370,1098490,119
12/15/20,FPL,305865,306169,304
12/15/20,MISO,1929643,1833883,-120967
12/15/20,NYIS,433832,374569,-59263
12/15/20,SWPP,812071,802722,-9348
12/16/20,CISO,591365,397380,-178695
12/16/20,ERCO,1104609,1105126,513
12/16/20,FPL,314639,318013,3374
12/16/20,MISO,1909913,1838317,-97377
12/16/20,NYIS,462739,374971,-87768
12/16/20,SWPP,793575,782952,-10623
12/17/20,CISO,586355,370871,-194108
12/17/20,ERCO,1101986,1100427,-1562
12/17/20,FPL,311327,319096,7769
12/17/20,MISO,1919187,1875157,-69364
12/17/20,NYIS,456506,354327,-102179
12/17/20,SWPP,771759,786755,14997
12/18/20,CISO,581273,365720,-196250
12/18/20,ERCO,1018628,1020293,1665
12/18/20,FPL,287297,287771,474
12/18/20,MISO,1881363,1841932,-67059
12/18/20,NYIS,459992,349392,-110600
12/18/20,SWPP,739081,751605,12523
12/19/20,CISO,549699,334062,-193293
12/19/20,ERCO,885011,883908,-1103
12/19/20,FPL,283513,287676,4163
12/19/20,MISO,1702642,1641864,-90240
12/19/20,NYIS,440992,340855,-100137
12/19/20,SWPP,695457,698506,3051
12/20/20,CISO,538484,317406,-200285
12/20/20,ERCO,921303,918235,-3062
12/20/20,FPL,286466,285843,-623
12/20/20,MISO,1637940,1569973,-89844
12/20/20,NYIS,421354,342053,-79301
12/20/20,SWPP,683696,696197,12503
12/21/20,CISO,578724,351864,-204835
12/21/20,ERCO,959429,958352,-1070
12/21/20,FPL,288036,286658,-1378
12/21/20,MISO,1746608,1683111,-95893
12/21/20,NYIS,429495,343571,-85924
12/21/20,SWPP,697568,698606,1038
12/22/20,CISO,578498,354121,-203761
12/22/20,ERCO,936863,932209,-4649
12/22/20,FPL,280641,279009,-1632
12/22/20,MISO,1742082,1652288,-120769
12/22/20,NYIS,425866,355929,-69937
12/22/20,SWPP,697799,721413,23616
12/23/20,CISO,587595,375795,-190921
12/23/20,ERCO,922279,918539,-3732
12/23/20,FPL,294952,291312,-3640
12/23/20,MISO,1699467,1631325,-104994
12/23/20,NYIS,423610,343406,-80204
12/23/20,SWPP,716818,743730,26920
12/24/20,CISO,566015,328372,-215723
12/24/20,ERCO,1027035,1024824,-2207
12/24/20,FPL,307659,309529,1870
12/24/20,MISO,1759604,1648974,-141619
12/24/20,NYIS,395338,347153,-48185
12/24/20,SWPP,760575,768797,8225
12/25/20,CISO,513292,302708,-190448
12/25/20,ERCO,949522,949353,-164
12/25/20,FPL,281999,290601,8602
12/25/20,MISO,1780655,1697473,-111253
12/25/20,NYIS,374831,303652,-71179
12/25/20,SWPP,707537,722363,14831
12/26/20,CISO,508261,303378,-182559
12/26/20,ERCO,917740,917292,-448
12/26/20,FPL,325152,343618,18466
12/26/20,MISO,1716375,1667989,-71331
12/26/20,NYIS,414776,340894,-73882
12/26/20,SWPP,665610,691668,26062
12/27/20,CISO,520960,291698,-206154
12/27/20,ERCO,856184,852551,-3626
12/27/20,FPL,306997,322767,15770
12/27/20,MISO,1634217,1583059,-74923
12/27/20,NYIS,409582,336274,-73308
12/27/20,SWPP,646101,680630,34527
12/28/20,CISO,573752,359793,-193963
12/28/20,ERCO,902850,902739,-111
12/28/20,FPL,279681,284658,4977
12/28/20,MISO,1737509,1633203,-130288
12/28/20,NYIS,418723,353313,-65410
12/28/20,SWPP,711084,722761,11676
12/29/20,CISO,562964,373227,-170672
12/29/20,ERCO,886870,890566,3692
12/29/20,FPL,277224,277194,-30
12/29/20,MISO,1789621,1717970,-103901
12/29/20,NYIS,425497,357178,-68319
12/29/20,SWPP,725283,746034,20752
12/30/20,CISO,563433,363167,-180208
12/30/20,ERCO,945315,948251,2935
12/30/20,FPL,282280,283212,932
12/30/20,MISO,1709544,1639150,-104403
12/30/20,NYIS,431655,362129,-69526
12/30/20,SWPP,727373,740606,13229
12/31/20,CISO,541911,328464,-189602
12/31/20,ERCO,1084632,1083287,-1345
12/31/20,FPL,306247,304763,-1484
12/31/20,MISO,1707092,1609824,-127337
12/31/20,NYIS,409804,355616,-54188
12/31/20,SWPP,760148,771193,11056
1/1/21,CISO,502056,293866,-187583
1/1/21,ERCO,1064451,1058787,-5664
1/1/21,FPL,308718,307623,-1095
1/1/21,MISO,1648902,1548118,-120766
1/1/21,NYIS,394458,338381,-56077
1/1/21,SWPP,726522,745878,19354
1/2/21,CISO,519513,283474,-216675
1/2/21,ERCO,995145,992503,-2640
1/2/21,FPL,302734,301303,-1431
1/2/21,MISO,1671177,1545676,-149408
1/2/21,NYIS,386757,336212,-50545
1/2/21,SWPP,718073,718579,511
1/3/21,CISO,507994,290542,-197708
1/3/21,ERCO,950374,946996,-3379
1/3/21,FPL,287895,288037,142
1/3/21,MISO,1676440,1576786,-126273
1/3/21,NYIS,400773,350801,-49972
1/3/21,SWPP,701505,704493,2991
1/4/21,CISO,559587,332652,-208188
1/4/21,ERCO,950212,950553,338
1/4/21,FPL,282033,282587,554
1/4/21,MISO,1777689,1710682,-93958
1/4/21,NYIS,419854,363655,-56199
1/4/21,SWPP,712971,712726,-244
1/5/21,CISO,563254,342351,-202825
1/5/21,ERCO,943483,940062,-3423
1/5/21,FPL,281813,288759,6946
1/5/21,MISO,1783884,1672648,-135534
1/5/21,NYIS,421016,366015,-55001
1/5/21,SWPP,720456,747671,27212
1/6/21,CISO,576723,338201,-216665
1/6/21,ERCO,929701,929741,40
1/6/21,FPL,282834,297009,14175
1/6/21,MISO,1794232,1730263,-86546
1/6/21,NYIS,425229,363021,-62208
1/6/21,SWPP,728558,742817,14261
1/7/21,CISO,573918,340955,-211002
1/7/21,ERCO,998989,998821,-164
1/7/21,FPL,280934,296820,15886
1/7/21,MISO,1841159,1750379,-109887
1/7/21,NYIS,429691,359578,-70113
1/7/21,SWPP,749127,743382,-5748
1/8/21,CISO,568511,353294,-191734
1/8/21,ERCO,1048427,1047242,-1185
1/8/21,FPL,253314,264346,11032
1/8/21,MISO,1875556,1779845,-116586
1/8/21,NYIS,437653,368370,-69283
1/8/21,SWPP,759330,743313,-16012
1/9/21,CISO,529292,314304,-191308
1/9/21,ERCO,1065485,1061568,-3914
1/9/21,FPL,280331,296049,15718
1/9/21,MISO,1802577,1703016,-117015
1/9/21,NYIS,417297,348208,-69089
1/9/21,SWPP,747360,734346,-13012
1/10/21,CISO,516795,296265,-195563
1/10/21,ERCO,1149582,1146520,-3062
1/10/21,FPL,299895,319528,19633
1/10/21,MISO,1821256,1725708,-114765
1/10/21,NYIS,407166,332866,-74300
1/10/21,SWPP,745831,736284,-9545
1/11/21,CISO,563482,348220,-196721
1/11/21,ERCO,1205010,1199510,-5498
1/11/21,FPL,265104,271483,6379
1/11/21,MISO,1948226,1898986,-80386
1/11/21,NYIS,439489,367401,-72088
1/11/21,SWPP,760719,761015,294
1/12/21,CISO,577523,335123,-224489
1/12/21,ERCO,1178953,1175319,-3630
1/12/21,FPL,276549,278347,1798
1/12/21,MISO,1911472,1825394,-111181
1/12/21,NYIS,430982,369102,-61880
1/12/21,SWPP,746392,741948,-4446
1/13/21,CISO,559471,331129,-207713
1/13/21,ERCO,1090241,1090448,209
1/13/21,FPL,291034,299074,8040
1/13/21,MISO,1815418,1733126,-104221
1/13/21,NYIS,428535,364858,-63677
1/13/21,SWPP,722460,730538,8080
1/14/21,CISO,555431,340054,-191708
1/14/21,ERCO,1015102,1013003,-2095
1/14/21,FPL,285887,290242,4355
1/14/21,MISO,1779932,1724551,-85519
1/14/21,NYIS,417053,361618,-55435
1/14/21,SWPP,724400,737260,12862
1/15/21,CISO,554218,338090,-189128
1/15/21,ERCO,1056240,1054685,-1553
1/15/21,FPL,290889,297759,6870
1/15/21,MISO,1791577,1725317,-99537
1/15/21,NYIS,418092,363682,-54410
1/15/21,SWPP,772847,785270,12425
1/16/21,CISO,509466,297881,-187414
1/16/21,ERCO,1012353,1006618,-5733
1/16/21,FPL,273461,278059,4598
1/16/21,MISO,1742921,1640613,-129474
1/16/21,NYIS,391838,339574,-52264
1/16/21,SWPP,727751,734255,6503
1/17/21,CISO,493746,284955,-185189
1/17/21,ERCO,947522,941594,-5920
1/17/21,FPL,287950,292386,4436
1/17/21,MISO,1689917,1600597,-113187
1/17/21,NYIS,388142,333120,-55022
1/17/21,SWPP,700213,713254,13045
1/18/21,CISO,529082,321140,-186957
1/18/21,ERCO,974553,974642,90
1/18/21,FPL,285760,286498,738
1/18/21,MISO,1794976,1695461,-121670
1/18/21,NYIS,409343,346851,-62492
1/18/21,SWPP,726883,736742,9857
1/19/21,CISO,544764,329963,-188668
1/19/21,ERCO,932955,934311,1356
1/19/21,FPL,299192,299673,481
1/19/21,MISO,1805525,1760348,-74458
1/19/21,NYIS,427503,352677,-74826
1/19/21,SWPP,729426,725275,-4148
1/20/21,CISO,549196,316511,-211648
1/20/21,ERCO,982232,979014,-3211
1/20/21,FPL,288107,286400,-1707
1/20/21,MISO,1800180,1774327,-62221
1/20/21,NYIS,434838,359710,-75128
1/20/21,SWPP,744826,748234,3404
