Natural Gas Type,Count Emissions from Building Well Infrastructure,Methane Leakage Parameter,activity,flow_source,flows,flow_breakdown,value,unit,direction,type,Source,comment,data location
Shale,Yes,~5%,Processing,total,co,,0.00000144,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,No,~5%,Processing: Non-Combustion ,total,co,,0.00000114,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,~5%,Processing: Non-Combustion ,total,co,,0.00000114,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,No,~5%,Recovery,electricity,co,,0.000000011,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,Yes,~5%,Recovery,electricity,co,,0.000000011,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,No,~5%,Recovery,total,co,,0.0000088,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,~5%,Recovery,total,co,,0.0000155,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,~5%,Processing,electricity,co2,,0.000102976,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for conventional gas and Electric tab B220 and C220
Conventional,Yes,~5%,Processing,electricity,co2,,0.000102976,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for conventional gas and Electric tab B220 and C220
Conventional,No,~5%,Processing: Non-Combustion ,total,co2,,0.000509689,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"NG tab Row 66 for conventional gas (prcoessing, non-combustion)"
Conventional,Yes,~5%,Processing: Non-Combustion ,total,co2,,0.000509689,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"NG tab Row 66 for conventional gas (prcoessing, non-combustion)"
Conventional,No,~5%,Recovery,electricity,co2,,0.0000323,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for conventional gas and Electric tab B220 and C220
Conventional,Yes,~5%,Recovery,electricity,co2,,0.0000323,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for conventional gas and Electric tab B220 and C220
Mix (~50/50 Conventional/Shale),No,~5%,Processing,electricity,co2,,0.000102976,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 47 and Electric tab B220 and C220, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Processing,electricity,co2,,0.000102976,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 47 and Electric tab B220 and C220, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,~5%,Processing: Non-Combustion ,total,co2,,0.000509689,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"NG tab Row 66, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Processing: Non-Combustion ,total,co2,,0.000509689,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"NG tab Row 66, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,~5%,Recovery,electricity,co2,,0.0000315,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 47 and Electric tab B220 and C220, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Recovery,electricity,co2,,0.0000315,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 47 and Electric tab B220 and C220, 48% conventional, 52% shale"
Shale,No,~5%,Processing,electricity,co2,,0.000102976,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas and Electric tab B220 and C220
Shale,Yes,~5%,Processing,electricity,co2,,0.000102976,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas and Electric tab B220 and C220
Shale,No,~5%,Processing: Non-Combustion ,total,co2,,0.000509689,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"NG tab Row 66 for shale gas (prcoessing, non-combustion)"
Shale,Yes,~5%,Processing: Non-Combustion ,total,co2,,0.000509689,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"NG tab Row 66 for shale gas (prcoessing, non-combustion)"
Shale,No,~5%,Recovery,electricity,co2,,0.0000307,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas and Electric tab B220 and C220
Shale,Yes,~5%,Recovery,electricity,co2,,0.0000307,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas and Electric tab B220 and C220
Conventional,No,~5%,Processing,Diesel fuel,Diesel fuel,,0.000272116,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for conventional gas
Conventional,Yes,~5%,Processing,Diesel fuel,Diesel fuel,,0.000272116,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for conventional gas
Conventional,No,~5%,Recovery,Diesel fuel,Diesel fuel,,0.002816042,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for conventional gas
Conventional,Yes,~5%,Recovery,Diesel fuel,Diesel fuel,,0.002816042,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for conventional gas
Mix (~50/50 Conventional/Shale),No,~5%,Processing,Diesel fuel,Diesel fuel,,0.000272116,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 39, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Processing,Diesel fuel,Diesel fuel,,0.000272116,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 39, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,~5%,Recovery,Diesel fuel,Diesel fuel,,0.00274547,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 39, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Recovery,Diesel fuel,Diesel fuel,,0.00274547,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 39, 48% conventional, 52% shale"
Shale,No,~5%,Processing,Diesel fuel,Diesel fuel,,0.000272116,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for shale gas
Shale,Yes,~5%,Processing,Diesel fuel,Diesel fuel,,0.000272116,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for shale gas
Shale,No,~5%,Recovery,Diesel fuel,Diesel fuel,,0.002680326,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for shale gas
Shale,Yes,~5%,Recovery,Diesel fuel,Diesel fuel,,0.002680326,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for shale gas
Conventional,No,~5%,Processing,electricity,electricity,,0.000816347,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for conventional gas
Conventional,Yes,~5%,Processing,electricity,electricity,,0.000816347,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for conventional gas
Conventional,No,~5%,Recovery,electricity,electricity,,0.000256004,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for conventional gas
Conventional,Yes,~5%,Recovery,electricity,electricity,,0.000256004,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for conventional gas
Mix (~50/50 Conventional/Shale),No,~5%,Processing,electricity,electricity,,0.000816347,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 47, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Processing,electricity,electricity,,0.000816347,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 47, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,~5%,Recovery,electricity,electricity,,0.000249588,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 47, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Recovery,electricity,electricity,,0.000249588,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 47, 48% conventional, 52% shale"
Shale,No,~5%,Processing,electricity,electricity,,0.000816347,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas
Shale,Yes,~5%,Processing,electricity,electricity,,0.000816347,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas
Shale,No,~5%,Recovery,electricity,electricity,,0.000243666,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas
Shale,Yes,~5%,Recovery,electricity,electricity,,0.000243666,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas
Conventional,No,~5%,Recovery,Gasoline,Gasoline,,0.000256004,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 40 for conventional gas
Conventional,Yes,~5%,Recovery,Gasoline,Gasoline,,0.000256004,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 40 for conventional gas
Mix (~50/50 Conventional/Shale),No,~5%,Recovery,Gasoline,Gasoline,,0.000249588,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 40, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Recovery,Gasoline,Gasoline,,0.000249588,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 40, 48% conventional, 52% shale"
Shale,No,~5%,Recovery,Gasoline,Gasoline,,0.000243666,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 40 for shale gas
Shale,Yes,~5%,Recovery,Gasoline,Gasoline,,0.000243666,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 40 for shale gas
Conventional,No,~5%,Processing,electricity,n2o,,1.61E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,Yes,~5%,Processing,electricity,n2o,,1.61E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,No,~5%,Processing,total,n2o,,1.63E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,~5%,Processing,total,n2o,,1.66E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,~5%,Recovery,electricity,n2o,,5.06E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,Yes,~5%,Recovery,electricity,n2o,,5.06E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,No,~5%,Recovery,total,n2o,,1.05E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,~5%,Recovery,total,n2o,,2.08E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),No,~5%,Processing,electricity,n2o,,1.61E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Processing,electricity,n2o,,1.61E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,~5%,Processing,total,n2o,,1.63E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Processing,total,n2o,,1.66E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,~5%,Recovery,electricity,n2o,,4.93E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Recovery,electricity,n2o,,4.93E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,~5%,Recovery,total,n2o,,1.04E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Recovery,total,n2o,,2.19E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Shale,No,~5%,Processing,electricity,n2o,,1.61E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,Yes,~5%,Processing,electricity,n2o,,1.61E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,No,~5%,Processing,total,n2o,,1.63E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,~5%,Processing,total,n2o,,1.67E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,No,~5%,Recovery,electricity,n2o,,4.82E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,Yes,~5%,Recovery,electricity,n2o,,4.82E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,No,~5%,Recovery,total,n2o,,1.03E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,~5%,Recovery,total,n2o,,2.28E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,~5%,Processing,Natural gas flared,natural gas flared,,0.003088289,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for conventional gas
Conventional,Yes,~5%,Processing,Natural gas flared,natural gas flared,,0.003088289,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for conventional gas
Conventional,No,~5%,Recovery,Natural gas flared,natural gas flared,,0.001384669,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for conventional gas
Conventional,Yes,~5%,Recovery,Natural gas flared,natural gas flared,,0.001384669,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for conventional gas
Mix (~50/50 Conventional/Shale),No,~5%,Processing,Natural gas flared,natural gas flared,,0.003088289,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 44, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Processing,Natural gas flared,natural gas flared,,0.003088289,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 44, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,~5%,Recovery,Natural gas flared,natural gas flared,,0.001547106,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 44, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Recovery,Natural gas flared,natural gas flared,,0.001547106,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 44, 48% conventional, 52% shale"
Shale,No,~5%,Processing,Natural gas flared,natural gas flared,,0.003088289,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for shale gas
Shale,Yes,~5%,Processing,Natural gas flared,natural gas flared,,0.003088289,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for shale gas
Shale,No,~5%,Recovery,Natural gas flared,natural gas flared,,0.001697047,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for shale gas
Shale,Yes,~5%,Recovery,Natural gas flared,natural gas flared,,0.001697047,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for shale gas
Conventional,No,~5%,Recovery,Natural gas: process fuel,natural gas,,0.022016326,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 41 for conventional gas, natural gas: process fuel"
Conventional,Yes,~5%,Recovery,Natural gas: process fuel,natural gas,,0.022016326,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 41 for conventional gas, natural gas: process fuel"
Mix (~50/50 Conventional/Shale),No,~5%,Recovery,Natural gas: process fuel,natural gas,,0.021464581,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 41, 48% conventional, 52% shale, natural gas: process fuel"
Mix (~50/50 Conventional/Shale),Yes,~5%,Recovery,Natural gas: process fuel,natural gas,,0.021464581,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 41, 48% conventional, 52% shale, natural gas: process fuel"
Shale,No,~5%,Recovery,Natural gas: process fuel,natural gas,,0.020955277,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 41 for shale gas, natural gas: process fuel"
Shale,Yes,~5%,Recovery,Natural gas: process fuel,natural gas,,0.020955277,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 41 for shale gas, natural gas: process fuel"
Conventional,No,~5%,Processing,electricity,nox,,7.23E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,Yes,~5%,Processing,electricity,nox,,7.23E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,No,~5%,Processing,total,nox,,0.00000169,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,~5%,Processing,total,nox,,0.00000171,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,~5%,Processing: Non-Combustion ,total,nox,,0.00000147,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,~5%,Processing: Non-Combustion ,total,nox,,0.00000147,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,~5%,Recovery,electricity,nox,,2.27E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,Yes,~5%,Recovery,electricity,nox,,2.27E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,No,~5%,Recovery,total,nox,,0.0000127,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,~5%,Recovery,total,nox,,0.0000137,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),No,~5%,Processing,electricity,nox,,7.23E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Processing,electricity,nox,,7.23E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,~5%,Processing,total,nox,,0.00000168,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Processing,total,nox,,0.00000171,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,~5%,Processing: Non-Combustion ,total,nox,,0.00000147,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Processing: Non-Combustion ,total,nox,,0.00000147,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,~5%,Recovery,electricity,nox,,2.21E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Recovery,electricity,nox,,2.21E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,~5%,Recovery,total,nox,,0.0000124,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Recovery,total,nox,,0.0000135,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Shale,No,~5%,Processing,electricity,nox,,7.23E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,Yes,~5%,Processing,electricity,nox,,7.23E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,No,~5%,Processing,total,nox,,0.00000167,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,~5%,Processing,total,nox,,0.0000017,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,No,~5%,Processing: Non-Combustion ,total,nox,,0.00000147,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,~5%,Processing: Non-Combustion ,total,nox,,0.00000147,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,No,~5%,Recovery,electricity,nox,,2.16E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,Yes,~5%,Recovery,electricity,nox,,2.16E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,No,~5%,Recovery,total,nox,,0.0000121,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,~5%,Recovery,total,nox,,0.0000133,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,~5%,Processing,electricity,oc,,1.09E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,Yes,~5%,Processing,electricity,oc,,1.09E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,No,~5%,Processing,total,oc,,5.49E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,~5%,Processing,total,oc,,5.53E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,~5%,Recovery,electricity,oc,,3.42E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,Yes,~5%,Recovery,electricity,oc,,3.42E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,No,~5%,Recovery,total,oc,,7.23E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,~5%,Recovery,total,oc,,8.55E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),No,~5%,Processing,electricity,oc,,1.09E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,~5%,Processing,electricity,oc,,1.09E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,~5%,Processing,total,oc,,5.48E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
